id,title,release_date,original_language,vote_average,vote_count,popularity,runtime,adult,genres,overview
664767,Mortal Kombat Legends: Scorpion's Revenge,2020-04-12,en,8.106,1376,36.211,80,False,"Animation, Action, Fantasy","After the vicious slaughter of his family by stone-cold mercenary Sub-Zero, Hanzo Hasashi is exiled to the torturous Netherrealm. There, in exchange for his servitude to the sinister Quan Chi, he’s given a chance to avenge his family – and is resurrected as Scorpion, a lost soul bent on revenge. Back on Earthrealm, Lord Raiden gathers a team of elite warriors – Shaolin monk Liu Kang, Special Forces officer Sonya Blade and action star Johnny Cage – an unlikely band of heroes with one chance to save humanity. To do this, they must defeat Shang Tsung’s horde of Outworld gladiators and reign over the Mortal Kombat tournament."
1125311,Imaginary,2024-03-06,en,6.045,511,40.266,104,False,"Horror, Mystery, Thriller","When Jessica moves back into her childhood home with her family, her youngest stepdaughter Alice develops an eerie attachment to a stuffed bear named Chauncey she finds in the basement. Alice starts playing games with Chauncey that begin playful and become increasingly sinister. As Alice’s behavior becomes more and more concerning, Jessica intervenes only to realize Chauncey is much more than the stuffed toy bear she believed him to be."
40105,Dr. Lamb,1992-10-22,cn,5.4,28,26.778,89,False,"Horror, Crime, Thriller","An abnormal taxi driver lusts for blood every rainy night, and several young women are killed as a result. The muderer, Laiu, likes to take photos of the victims dismembered bodies as momentos. Inspector Lee is called onto the case in this bizarre thriller."
1123093,Diary of a Wimpy Kid Christmas: Cabin Fever,2023-12-07,en,6.7,66,33.223,64,False,"Animation, Comedy, Family","A hilarious and heartfelt holiday tale centered around everyone's favorite disaster-prone middle school student, Greg Heffley, which finds him desperately fighting to stay off Santa's naughty list as the family prepares for a major winter snowstorm."
1278099,El Candidato Honesto,2024-08-08,es,6.971,34,36.104,95,False,Comedy,"A former idealistic leader turned corrupt politician is cursed by his grandmother on the eve of the presidential election, forcing him to be honest. Can he win without lies and what will be the conditions?"
9902,Wrong Turn,2003-05-30,en,6.362,2695,43.938,84,False,"Horror, Thriller","Chris crashes into a carload of other young people, and the group of stranded motorists is soon lost in the woods of West Virginia, where they're hunted by three cannibalistic mountain men who are grossly disfigured by generations of inbreeding."
848187,Role Play,2023-12-14,en,5.971,530,44.566,101,False,"Action, Comedy, Romance",Emma has a wonderful husband and two kids in the suburbs of New Jersey – she also has a secret life as an assassin for hire – a secret that her husband David discovers when the couple decide to spice up their marriage with a little role play.
1607,A Bronx Tale,1993-10-01,en,7.9,2485,36.683,121,False,"Drama, Crime","Set in the Bronx during the tumultuous 1960s, an adolescent boy is torn between his honest, working-class father and a violent yet charismatic crime boss. Complicating matters is the youngster's growing attraction - forbidden in his neighborhood - for a beautiful black girl."
11237,Anacondas: The Hunt for the Blood Orchid,2004-08-25,en,5.5,965,37.932,96,False,"Adventure, Action, Horror","A scientific expedition sets out for Borneo to seek a flower called the Blood Orchid, which could grant extended life. Meanwhile, they run afoul of snakes and each other."
1169361,10 Days of a Curious Man,2024-11-06,tr,6.139,18,44.507,110,False,"Thriller, Drama, Crime","When a young woman goes missing in Istanbul, a jaded writer gets tangled up in a deadly chain of events as he sets out to find her—and a good story."
339964,Valerian and the City of a Thousand Planets,2017-07-20,en,6.6,7471,44.494,137,False,"Adventure, Science Fiction, Action","In the 28th century, Valerian and Laureline are special operatives charged with keeping order throughout the human territories. On assignment from the Minister of Defense, the two undertake a mission to Alpha, an ever-expanding metropolis where species from across the universe have converged over centuries to share knowledge, intelligence, and cultures. At the center of Alpha is a mysterious dark force which threatens the peaceful existence of the City of a Thousand Planets, and Valerian and Laureline must race to identify the menace and safeguard not just Alpha, but the future of the universe."
1400232,Secret Sessions,2024-12-20,tl,0.0,0,44.457,65,False,"Drama, Romance","Cara is the alluring patient of engaged therapist Eric. She seeks counseling for her fetish of sleeping with taken men. But instead of addressing it, they find themselves starting a secret affair they just can't seem to stop."
1281437,Father's Haunted House,2024-08-08,id,5.9,5,44.448,93,False,"Comedy, Horror","Dodit, Mother, Mbak Lis and Mas Dewo had to work together to face terrible misfortune that night at Father's official residence. What happened to haunt them that night?"
928,Gremlins 2: The New Batch,1990-06-15,en,6.5,2583,37.416,106,False,"Comedy, Horror, Fantasy","Young sweethearts Billy and Kate move to the Big Apple, land jobs in a high-tech office park and soon reunite with the friendly and lovable Gizmo. But a series of accidents creates a whole new generation of Gremlins. The situation worsens when the devilish green creatures invade a top-secret laboratory and develop genetically altered powers, making them even harder to destroy!"
337170,American Made,2017-08-18,en,6.9,4504,44.433,115,False,"Comedy, Crime, Drama","The true story of pilot Barry Seal, who transported contraband for the CIA and the Medellin cartel in the 1980s."
10495,The Karate Kid Part III,1989-06-16,en,5.9,1605,54.665,112,False,"Action, Family, Drama, Adventure","Despondent over the closing of his karate school, Cobra Kai teacher John Kreese joins a ruthless businessman and martial artist to get revenge on Daniel and Mr. Miyagi."
13448,Angels & Demons,2009-04-23,en,6.7,6779,38.413,138,False,"Thriller, Mystery","Harvard symbologist Robert Langdon is recruited by the Vatican to investigate the apparent return of the Illuminati - a secret, underground organization - after four cardinals are kidnapped on the night of the papal conclave."
556803,The Princess Switch,2018-11-16,en,7.004,2203,44.401,101,False,"Romance, Comedy","When a down-to-earth Chicago baker and a soon-to-be princess discover they look like twins, they hatch a Christmastime plan to trade places."
1252428,Anaconda,2024-03-01,zh,7.2,74,41.941,84,False,"Adventure, Horror","A struggling circus crew gets deceived by its former partner, as it embarks on a tour in Thailand. During the journey through a Southeast Asian rainforest, they encounter attacks by a giant python. They meet a mysterious man named Jeff who offers to help, but they soon realize he's a poacher. As they search for Jeff's boat, they face life-and-death struggles with the python and Jeff himself."
581,Dances with Wolves,1990-03-30,en,7.847,4229,33.152,181,False,"Adventure, Drama, Western","Wounded Civil War soldier John Dunbar tries to commit suicide—and becomes a hero instead. As a reward, he's assigned to his dream post, a remote junction on the Western frontier, and soon makes unlikely friends with the local Sioux tribe."
4234,Scream 3,2000-02-04,en,6.0,3601,57.398,116,False,"Horror, Mystery","While Sidney Prescott and her friends visit the Hollywood set of Stab 3, the third film based on the Woodsboro murders, another Ghostface killer rises to terrorize them."
4476,Legends of the Fall,1994-12-23,en,7.38,2569,46.389,133,False,"Drama, Western, Romance, War, Action","In early 20th-century Montana, Col. William Ludlow lives on a ranch in the wilderness with his sons, Alfred, Tristan, and Samuel. Eventually, the unconventional but close-knit family are bound by loyalty, tested by war, and torn apart by love, as told over the course of several decades in this epic saga."
8277,American Pie Presents: Beta House,2007-12-26,en,5.659,1885,36.891,89,False,Comedy,"Erik, Ryan, and Cooze start college and pledge the Beta House fraternity, presided over by none other than legendary Dwight Stifler. But chaos ensues when a fraternity of geeks threatens to stop the debauchery and the Betas have to make a stand for their right to party."
996154,Black Lotus,2023-04-12,en,6.6,153,44.247,93,False,"Action, Crime, Mystery, Thriller",An ex-special forces operative wages a one man war through the streets of Amsterdam to rescue his friend's daughter from the local crime syndicate.
483906,Polar,2019-01-25,en,6.297,2197,44.236,118,False,"Action, Crime, Drama","When a retiring assassin realizes that he is the target of a hit, he winds up back in the game going head to head with a gang of younger, ruthless killers."
206487,Predestination,2014-08-28,en,7.433,6435,44.233,97,False,"Science Fiction, Thriller","Predestination chronicles the life of a Temporal Agent sent on an intricate series of time-travel journeys designed to prevent future killers from committing their crimes. Now, on his final assignment, the Agent must stop the one criminal that has eluded him throughout time and prevent a devastating attack in which thousands of lives will be lost."
1380755,The Making of Gladiator II,2024-11-18,en,0.0,0,35.938,20,False,Documentary,"An inside look that offers unprecedented access encompassing all aspects of production, from the grand scope of the sets — including reconstructing Ancient Rome — to characters, combat training, costumes, historical accuracy, scoring and more. The footage captured on the set of Gladiator II offers unparalleled, exclusive access to filmmaker Ridley Scott’s inner circle, and insights into his creative process."
1097150,Deliver Us,2023-08-30,en,5.7,59,39.936,102,False,Horror,"When a nun in a remote convent claims immaculate conception, the Vatican sends a team of priests to investigate, concerned about an ancient prophecy that a woman will give birth to twin boys: one the Messiah, the other the Antichrist."
449406,Vivo,2021-07-30,en,7.3,700,49.134,103,False,"Animation, Family, Comedy",A music-loving kinkajou named Vivo embarks on the journey of a lifetime to fulfill his destiny and deliver a love song for an old friend.
23398,Alvin and the Chipmunks: The Squeakquel,2009-12-21,en,5.631,2899,48.37,88,False,"Comedy, Family, Animation, Fantasy, Music","Pop sensations Alvin, Simon and Theodore end up in the care of Dave Seville's twenty-something nephew Toby. The boys must put aside music super stardom to return to school, and are tasked with saving the school's music program by winning the $25,000 prize in a battle of the bands. But the Chipmunks unexpectedly meet their match in three singing chipmunks known as The Chipettes - Brittany, Eleanor and Jeanette. Romantic and musical sparks are ignited when the Chipmunks and Chipettes square off."
49047,Gravity,2013-10-03,en,7.2,15306,41.371,91,False,"Science Fiction, Thriller, Drama","Dr. Ryan Stone, a brilliant medical engineer on her first Shuttle mission, with veteran astronaut Matt Kowalsky in command of his last flight before retiring. But on a seemingly routine spacewalk, disaster strikes. The Shuttle is destroyed, leaving Stone and Kowalsky completely alone-tethered to nothing but each other and spiraling out into the blackness of space. The deafening silence tells them they have lost any link to Earth and any chance for rescue. As fear turns to panic, every gulp of air eats away at what little oxygen is left. But the only way home may be to go further out into the terrifying expanse of space."
959604,Beating Hearts,2024-10-16,fr,7.7,452,41.406,166,False,"Romance, Crime","Raised in a troublesome neighbourhood, local rebellious teenager Clotaire falls for his schoolmate Jackie, charmed by her fearless spirit and sharp wit. As powerful first love blossoms between the two, rampant gang violence entices him into a much darker path and ultimately destroys all they have built when he is charged with a crime he didn’t commit. After many years apart, now leading profoundly different lives, the star-crossed lovers discover that every path they’ve taken leads them back together, but will love triumph over Clotaire's quest for revenge?"
693158,Proximity,2020-05-15,en,6.6,310,48.877,119,False,"Science Fiction, Drama",A young NASA JPL scientist is abducted by extraterrestrials but when no one believes his story he becomes obsessed with finding proof which leads him on a journey of discovery.
13378,Mickey's Twice Upon a Christmas,2004-11-15,en,7.0,441,42.615,68,False,"Animation, Family","Santa Claus, Mickey Mouse and all his Disney pals star in an original movie about the importance of opening your heart to the true spirit of Christmas. Stubborn old Donald tries in vain to resist the joys of the season, and Mickey and Pluto learn a great lesson about the power of friendship."
1079394,The Five,2023-01-07,en,6.1,40,28.838,75,False,Western,"A scorned woman enlists the help of five strangers to execute a bank robbery. Tensions rise as the men anxiously await her arrival with the money, leaving the crew to wonder if they have been betrayed."
664,Twister,1996-05-10,en,6.532,3428,42.104,113,False,"Action, Adventure, Drama","An unprecedented series of violent tornadoes is sweeping across Oklahoma. Tornado chasers, headed by Dr. Jo Harding, attempt to release a groundbreaking device that will allow them to track them and create a more advanced warning system. They are joined by Jo's soon to be ex-husband Bill, a former tornado chaser himself, and his girlfriend Melissa."
10588,The Cat in the Hat,2003-11-21,en,5.268,1647,40.594,81,False,"Comedy, Adventure, Family, Fantasy","During a rainy day, and while their mother is out, Conrad and Sally, and their pet fish, are visited by the mischievous Cat in the Hat. Fun soon turns to mayhem, and the siblings must figure out how to rid themselves of the maniacal Cat."
411088,The Invisible Guest,2017-01-06,es,8.111,4548,34.848,107,False,"Drama, Mystery, Thriller","Barcelona, Spain. Adrián Doria, a young and successful businessman accused of murder, meets one night with Virginia Goodman, an expert interrogation lawyer, in order to devise a defense strategy."
1017163,The Roundup: Punishment,2024-04-24,ko,6.8,91,54.151,109,False,"Action, Crime, Drama, Thriller, Comedy",'Monster Cop' Ma Seok-do investigates an illegal online gambling business led by a former STS Baek and an IT genius CEO Chang. Ma proposes an unexpected alliance to Jang and begins hunting down the criminals.
189,Sin City: A Dame to Kill For,2014-08-20,en,6.4,3814,34.426,102,False,"Crime, Action, Thriller",Some of Sin City's most hard-boiled citizens cross paths with a few of its more reviled inhabitants.
1146167,Istri Majikan,,id,0.0,0,37.585,0,False,"Drama, Romance",
18095,Dragon Ball GT: A Hero's Legacy,1997-03-26,ja,6.8,335,36.332,45,False,"Adventure, Action, Animation, Science Fiction","Son Goku Jr. is the great-great-great-great-grandson of the legendary martial artist Son Goku. However, unlike his predecessor he's not a brave fighter. He's constantly picked on by school bullies, his grandmother Pan sees this and she's worried, but even though Goku Jr. is not a strong and powerful Saiyan, he has a kind heart, and Pan loves him. When Pan gets sick Goku Jr. realizes he must do something if he doesn't want to lose Pan. Then he will remember about the legends of the Dragon Balls. It was told they granted a wish to the bearer, Goku Jr. needs a magical wish more than ever."
641934,Am I OK?,2024-06-11,en,6.442,217,36.177,86,False,"Comedy, Romance, Drama","Lucy and Jane have been best friends for most of their lives and think they know everything there is to know about each other. But when Jane announces she's moving to London, Lucy reveals a long-held secret. As Jane tries to help Lucy, their friendship is thrown into chaos."
9637,Scooby-Doo,2002-06-14,en,6.1,4429,42.075,86,False,"Mystery, Adventure, Comedy","When the Mystery Inc. gang is invited to Spooky Island, a popular amusement park, they soon discover that the attractions aren't the only things that are spooky. Strange things are happening, and it's up to Scooby, Shaggy, Fred, Daphne, and Velma to uncover the truth behind the mysterious happenings."
46738,Incendies,2010-09-17,fr,8.108,2751,36.076,131,False,"Drama, War, Mystery","A mother's last wishes send twins Jeanne and Simon on a journey to Middle East in search of their tangled roots. Adapted from Wajdi Mouawad's acclaimed play, Incendies tells the powerful and moving tale of two young adults' voyage to the core of deep-rooted hatred, never-ending wars and enduring love."
8909,Wanted,2008-06-19,en,6.527,7034,53.573,110,False,"Action, Thriller, Crime","Doormat Wesley Gibson is an office worker whose life is going nowhere. He meets a sexy woman named Fox and discovers that his recently murdered father - whom Wesley never knew - belonged to the Fraternity, a secret society of assassins which takes its orders from Fate itself. Fox and Sloan, the Fraternity's leader, teach Wesley, through intense training, to tap into dormant powers and hone his innate killing skills. Though he enjoys his newfound abilities, he begins to suspect that there is more to the Fraternity than meets the eye."
1323784,Bad Influence,2025-01-24,es,0.0,0,34.719,0,False,"Drama, Thriller, Romance",A poor boy and a pampered rich girl seek to uncover secrets of the past to save their romance and their skin.
43947,I Spit on Your Grave,2010-06-17,en,6.514,2280,43.315,103,False,"Thriller, Crime, Horror","A beautiful woman from the city, Jennifer Hills, rents an isolated cabin in the country to write her latest novel. Soon, a group of local lowlifes subject her to a nightmare of degradation, rape, and violence."
329,Jurassic Park,1993-06-11,en,8.0,16314,39.779,127,False,"Adventure, Science Fiction","A wealthy entrepreneur secretly creates a theme park featuring living dinosaurs drawn from prehistoric DNA. Before opening day, he invites a team of experts and his two eager grandchildren to experience the park and help calm anxious investors. However, the park is anything but amusing as the security systems go off-line and the dinosaurs escape."
193756,Lone Survivor,2013-12-24,en,7.445,4300,36.562,121,False,"War, Action, Drama","Four Navy SEALs on a covert mission to neutralize a high-level Taliban operative must make an impossible moral decision in the mountains of Afghanistan that leads them into an enemy ambush. As they confront unthinkable odds, the SEALs must find reserves of strength and resilience to fight to the finish."
612,Munich,2005-12-23,en,7.15,2643,26.228,164,False,"Drama, Action, History, Thriller","During the 1972 Olympic Games in Munich, eleven Israeli athletes are taken hostage and murdered by a Palestinian terrorist group known as Black September. In retaliation, the Israeli government recruits a group of Mossad agents to track down and execute those responsible for the attack."
8469,Animal House,1978-07-28,en,6.975,1520,29.806,109,False,Comedy,"At a 1962 College, Dean Vernon Wormer is determined to expel the entire Delta Tau Chi Fraternity, but those troublemakers have other plans for him."
710,GoldenEye,1995-11-16,en,6.9,3881,31.055,130,False,"Adventure, Action, Thriller","When a powerful satellite system falls into the hands of Alec Trevelyan, AKA Agent 006, a former ally-turned-enemy, only James Bond can save the world from a dangerous space weapon that -- in one short pulse -- could destroy the earth! As Bond squares off against his former compatriot, he also battles Xenia Onatopp, an assassin who uses pleasure as her ultimate weapon"
1933,The Others,2001-08-02,en,7.612,6518,37.304,104,False,"Horror, Mystery, Thriller","Grace is a religious woman who lives in an old house kept dark because her two children, Anne and Nicholas, have a rare sensitivity to light. When the family begins to suspect the house is haunted, Grace fights to protect her children at any cost in the face of strange events and disturbing visions."
799155,Attack,2022-04-01,hi,6.7,206,36.071,123,False,"Action, Science Fiction, Thriller","With the Parliament under siege, India’s first super soldier Arjun Shergill is tasked to get hold of the terrorists in time, save the Prime Minister from their clutches and stop a dirty bomb from exploding and destroying Delhi."
146451,Private Number 91-Karlsson,1946-09-02,sv,7.2,7,34.761,88,False,Comedy,The Squadron leader throws big a party where one of his colleagues is going to demonstrate a new type of explosive substance.
1302004,Kaskasero,2024-07-26,tl,6.0,1,39.455,109,False,Drama,"A talented mechanic and driver, Migs quickly finds success when a customer he likes, Gabbi, leads him into the life of street car racing. But as he goes along this life and learns of Gabbi’s past, Migs makes rash decisions that might put the brakes on their relationship."
893345,The Secret Kingdom,2023-04-27,en,6.6,64,36.744,98,False,"Adventure, Family, Fantasy","Verity and Peter’s trip to the old family mansion takes a turn when the floor of their room suddenly gives way and they fall into an underground chamber where they are met by a civilization of creatures. The leader tells them that Peter's arrival was foretold as he’s the one who can use Great Clock of the Citadel to restart time and destroy the Shroud, a malevolent creature who feeds on fear itself..."
9444,Anastasia,1997-11-20,en,7.615,5260,42.542,94,False,"Animation, Family, Fantasy, Adventure","Ten years after she was separated from her family, an eighteen-year-old orphan with vague memories of the past sets out to Paris in hopes of reuniting with her grandmother. She is accompanied by two con men, who intend to pass her off as the Grand Duchess Anastasia to the Dowager Empress for a reward."
658,Goldfinger,1964-09-20,en,7.345,3550,39.29,110,False,"Adventure, Action, Thriller","Special agent 007 comes face to face with one of the most notorious villains of all time, and now he must outwit and outgun the powerful tycoon to prevent him from cashing in on a devious scheme to raid Fort Knox -- and obliterate the world's economy."
7446,Tropic Thunder,2008-08-09,en,6.679,6180,37.54,107,False,"Action, Comedy, Adventure, War","A group of self-absorbed actors set out to make the most expensive war film ever. After ballooning costs force the studio to cancel the movie, the frustrated director refuses to stop shooting, leading his cast into the jungles of Southeast Asia, where they encounter real bad guys."
11969,Tombstone,1993-12-25,en,7.598,2122,40.284,130,False,"Western, Action","Legendary marshal Wyatt Earp, now a weary gunfighter, joins his brothers Morgan and Virgil to pursue their collective fortune in the thriving mining town of Tombstone. But Earp is forced to don a badge again and get help from his notorious pal Doc Holliday when a gang of renegade brigands and rustlers begins terrorizing the town."
1038392,The Conjuring: Last Rites,2025-09-04,en,0.0,0,39.863,0,False,Horror,The next chapter in the story of Ed and Lorraine Warren.
1139087,Once Upon a Studio,2023-09-24,en,8.3,355,38.822,9,False,"Animation, Family, Fantasy, Comedy","Created for Disney's 100th anniversary, the short features Mickey Mouse corralling a gallery of legendary Disney characters for a group photo."
11690,Bloodsport,1988-02-26,en,7.036,1860,36.53,92,False,"Action, Thriller",An American Army Major goes AWOL to Hong Kong for an outlawed martial arts contest called the Kumite.
141,Donnie Darko,2001-01-19,en,7.774,12448,48.031,114,False,"Fantasy, Drama, Mystery","After narrowly escaping a bizarre accident, a troubled teenager is plagued by visions of a large bunny rabbit that manipulates him to commit a series of crimes."
629,The Usual Suspects,1995-07-19,en,8.178,10404,38.277,106,False,"Drama, Crime, Thriller","Held in an L.A. interrogation room, Verbal Kint attempts to convince the feds that a mythic crime lord, Keyser Soze, not only exists, but was also responsible for drawing him and his four partners into a multi-million dollar heist that ended with an explosion in San Pedro harbor – leaving few survivors. Verbal lures his interrogators with an incredible story of the crime lord's almost supernatural prowess."
68728,Oz the Great and Powerful,2013-03-07,en,5.919,6490,41.772,130,False,"Fantasy, Adventure, Family","Oscar Diggs, a small-time circus illusionist and con-artist, is whisked from Kansas to the Land of Oz where the inhabitants assume he's the great wizard of prophecy, there to save Oz from the clutches of evil."
447273,Snow White,2025-03-19,en,0.0,0,44.506,0,False,"Family, Fantasy","A beautiful girl, Snow White, takes refuge in the forest in the house of seven dwarfs to hide from her stepmother, the wicked Queen. The Queen is jealous because she wants to be known as ""the fairest in the land,"" and Snow White's beauty surpasses her own."
9769,Lolita,1997-09-27,en,7.1,1789,42.018,137,False,"Drama, Romance","Humbert Humbert is a middle-aged British novelist who is both appalled by and attracted to the vulgarity of American culture. When he comes to stay at the boarding house run by Charlotte Haze, he soon becomes obsessed with Lolita, the woman's teenaged daughter."
238636,The Purge: Anarchy,2014-07-17,en,6.6,6389,51.323,103,False,"Horror, Thriller","One night per year, the government sanctions a 12-hour period in which citizens can commit any crime they wish -- including murder -- without fear of punishment or imprisonment. Leo, a sergeant who lost his son, plans a vigilante mission of revenge during the mayhem. However, instead of a death-dealing avenger, he becomes the unexpected protector of four innocent strangers who desperately need his help if they are to survive the night."
223702,Sausage Party,2016-07-11,en,5.8,7267,40.511,89,False,"Adventure, Animation, Comedy, Fantasy",Hot dog Frank leads a group of supermarket products on a quest to discover the truth about their existence and what really happens when they become chosen to leave the grocery store.
10201,Yes Man,2008-12-09,en,6.7,6795,44.007,104,False,"Comedy, Romance","Carl Allen, a guy whose life is going nowhere, signs up for a self-help program based on one simple covenant: say yes to everything…and anything."
9738,Fantastic Four,2005-06-29,en,5.785,9297,36.002,106,False,"Action, Fantasy, Science Fiction","During a space voyage, four scientists are altered by cosmic rays: Reed Richards gains the ability to stretch his body; Sue Storm can become invisible; Johnny Storm controls fire; and Ben Grimm is turned into a super-strong … thing. Together, these ""Fantastic Four"" must now thwart the evil plans of Dr. Doom and save the world from certain destruction."
11247,A Cinderella Story,2004-07-16,en,6.564,3203,39.999,95,False,"Comedy, Family, Romance","Routinely exploited by her wicked stepmother, the downtrodden Samantha Montgomery is excited about the prospect of meeting her Internet beau at the school's Halloween dance."
49017,Dracula Untold,2014-10-01,en,6.422,6071,28.344,92,False,"Horror, Action, Fantasy","Vlad Tepes is a great hero, but when he learns the Sultan is preparing for battle and needs to form an army of 1,000 boys, he vows to find a way to protect his family. Vlad turns to dark forces in order to get the power to destroy his enemies and agrees to go from hero to monster as he's turned into the mythological vampire, Dracula."
25842,A Christmas Carol,1938-12-16,en,7.051,137,38.239,69,False,"Drama, Fantasy, Family","Miser Ebenezer Scrooge is awakened on Christmas Eve by spirits who reveal to him his own miserable existence, what opportunities he wasted in his youth, his current cruelties, and the dire fate that awaits him if he does not change his ways. Scrooge is faced with his own story of growing bitterness and meanness, and must decide what his own future will hold: death or redemption."
446354,The Post,2017-12-22,en,7.0,4570,38.994,116,False,"Drama, History",A cover-up that spanned four U.S. Presidents pushed the country's first female newspaper publisher and a hard-driving editor to join an unprecedented battle between journalist and government. Inspired by true events.
74997,The Human Centipede 2 (Full Sequence),2011-10-06,en,4.794,1321,44.738,91,False,"Drama, Horror, Crime","Inspired by the fictional Dr. Heiter, disturbed loner Martin dreams of creating a 12-person centipede and sets out to realize his sick fantasy."
1016848,The Front Room,2024-09-05,en,5.047,43,60.438,95,False,Horror,"Everything goes to hell for newly-pregnant Belinda after her mother-in-law moves in. As the diabolical guest tries to get her claws on the child, Belinda must draw the line somewhere."
267935,The BFG,2016-06-01,en,6.3,3361,38.98,117,False,"Adventure, Family, Fantasy","The BFG is no ordinary bone-crunching giant. He is far too nice and jumbly. It's lucky for Sophie that he is. Had she been carried off in the middle of the night by the Bloodbottler, or any of the other giants—rather than the BFG—she would have soon become breakfast. When Sophie hears that the giants are flush-bunking off to England to swollomp a few nice little chiddlers, she decides she must stop them once and for all. And the BFG is going to help her!"
1954,The Butterfly Effect,2004-01-17,en,7.6,7522,36.226,113,False,"Science Fiction, Thriller","A young man struggles to access sublimated childhood memories. He finds a technique that allows him to travel back into the past, to occupy his childhood body and change history. However, he soon finds that every change he makes has unexpected consequences."
500,Reservoir Dogs,1992-09-02,en,8.121,14308,51.974,99,False,"Crime, Thriller","A botched robbery indicates a police informant, and the pressure mounts in the aftermath at a warehouse. Crime begets violence as the survivors -- veteran Mr. White, newcomer Mr. Orange, psychopathic parolee Mr. Blonde, bickering weasel Mr. Pink and Nice Guy Eddie -- unravel."
628,Interview with the Vampire,1994-11-11,en,7.382,5846,42.968,123,False,"Horror, Drama, Fantasy","A vampire relates his epic life story of love, betrayal, loneliness, and dark hunger to an over-curious reporter."
39513,Paul,2011-02-14,en,6.728,5744,33.717,104,False,"Adventure, Comedy, Science Fiction","For the past 60 years, a space-traveling smart-ass named Paul has been locked up in a top-secret military base, advising world leaders about his kind. But when he worries he’s outlived his usefulness and the dissection table is drawing uncomfortably close, Paul escapes on the first RV that passes by his compound in Area 51. Fortunately, it contains the two earthlings who are most likely to rescue and harbor an alien on the run."
37169,The Human Centipede (First Sequence),2009-10-31,lt,5.235,2179,40.717,91,False,Horror,"During a stopover in Germany in the middle of a carefree road trip through Europe, two American girls find themselves alone at night when their car breaks down in the woods. Searching for help at a nearby villa, they are wooed into the clutches of a deranged retired surgeon, who has a very disturbed vision."
65,8 Mile,2002-11-08,en,7.139,7258,32.465,111,False,"Drama, Music","For Jimmy Smith, Jr., life is a daily fight just to keep hope alive. Feeding his dreams in Detroit's vibrant music scene, Jimmy wages an extraordinary personal struggle to find his own voice - and earn a place in a world where rhymes rule, legends are born and every moment… is another chance."
87421,Riddick,2013-09-02,en,6.3,4050,33.467,119,False,"Science Fiction, Action, Thriller","Betrayed by his own kind and left for dead on a desolate planet, Riddick fights for survival against alien predators and becomes more powerful and dangerous than ever before. Soon bounty hunters from throughout the galaxy descend on Riddick only to find themselves pawns in his greater scheme for revenge. With his enemies right where he wants them, Riddick unleashes a vicious attack of vengeance before returning to his home planet of Furya to save it from destruction."
225886,Sex Tape,2014-07-17,en,5.403,4031,41.253,94,False,Comedy,"When Jay and Annie first got together, their romantic connection was intense – but ten years and two kids later, the flame of their love needs a spark.  To kick things up a notch, they decide – why not? – to make a video of themselves trying out every position in The Joy of Sex in one marathon three-hour session.  It seems like a great idea – until they discover that their most private video is no longer private.  With their reputations on the line, they know they’re just one click away from being laid bare to the world... but as their race to reclaim their video leads to a night they'll never forget, they'll find that their video will expose even more than they bargained for."
19912,The Final Destination,2009-08-26,en,5.6,3258,36.458,82,False,"Horror, Mystery",A horrifying premonition saves a young man and his friends from death during a racetrack accident but terrible fates await them nonetheless.
993784,Lisa Frankenstein,2024-02-07,en,6.3,374,29.266,102,False,"Comedy, Horror, Romance","In 1989, a misunderstood teenager has a high school crush — who just happens to be a handsome corpse! After a set of playfully horrific circumstances bring him back to life, the two embark on a murderous journey to find love, happiness…and a few missing body parts along the way."
1073125,In Your Dreams,2023-02-03,tr,7.3,86,35.812,0,False,"Romance, Comedy, Drama","You know the feeling. It feels like time slows down as your eyes meet a stranger’s. Then you walk pass each other, neither of you looking back. That’s what happened with Pelin and Engin. Lo and behold, they open their eyes in the same bed. And you may want to brace yourself for this one, as a two-year married couple! It must be a dream. No, a nightmare. But now, to wake up they must fall in love."
5559,Bee Movie,2007-10-28,en,6.0,4847,35.454,91,False,"Family, Animation, Adventure, Comedy","Barry B. Benson, a bee who has just graduated from college, is disillusioned at his lone career choice: making honey. On a special trip outside the hive, Barry's life is saved by Vanessa, a florist in New York City. As their relationship blossoms, he discovers humans actually eat honey, and subsequently decides to sue us."
642885,Hocus Pocus 2,2022-09-27,en,7.229,1663,35.724,107,False,"Fantasy, Comedy, Family","29 years since the Black Flame Candle was last lit, the 17th-century Sanderson sisters are resurrected, and they are looking for revenge. Now it's up to three high school students to stop the ravenous witches from wreaking a new kind of havoc on Salem before dawn on All Hallow's Eve."
8078,Alien Resurrection,1997-11-12,en,6.159,4962,36.951,109,False,"Science Fiction, Horror, Action","Two hundred years after Lt. Ripley died, a group of scientists clone her, hoping to breed the ultimate weapon. But the new Ripley is full of surprises … as are the new aliens. Ripley must team with a band of smugglers to keep the creatures from reaching Earth."
12222,Horton Hears a Who!,2008-03-03,en,6.5,3259,40.951,86,False,"Animation, Comedy, Family, Adventure, Fantasy","The classic and beloved story from Dr. Seuss is now a CG animated film from 20th Century Fox Animation, the makers of the Ice Age films. An imaginative elephant named Horton (Jim Carrey) hears a faint cry for help coming from a tiny speck of dust floating through the air. Horton suspects there may be life on that speck and despite a surrounding community, which thinks he has lost his mind, he is determined to save the tiny particle! Jim Carrey and Steve Carell lead an all-star cast in bringing this wonderful family picture to life!"
