id,title,release_date,original_language,vote_average,vote_count,popularity,runtime,adult,genres,overview
25,Jarhead,2005-11-04,en,6.7,2870,22.813,123,False,"Drama, War","Jarhead is a film about a US Marine Anthony Swofford’s experience in the Gulf War. After putting up with an arduous boot camp, Swofford and his unit are sent to the Persian Gulf where they are eager to fight, but are forced to stay back from the action. Swofford struggles with the possibility of his girlfriend cheating on him, and as his mental state deteriorates, his desire to kill increases."
10163,The Lawnmower Man,1992-03-05,en,5.595,738,19.561,108,False,"Science Fiction, Horror",A simple man is turned into a genius through the application of computer science.
810171,The Valet,2022-05-11,en,7.5,556,28.08,124,False,"Comedy, Romance","World famous movie star Olivia faces a PR disaster when a paparazzi snaps a photo of her with her married lover, Vincent. The hard-working valet Antonio accidentally appears in the same photo and is enlisted to pose as Olivia’s new boyfriend as a cover-up. This ruse with Olivia thrusts Antonio into the spotlight and unexpected chaos."
440021,Happy Death Day,2017-10-12,en,6.6,6115,24.817,97,False,"Comedy, Horror, Mystery","Caught in a bizarre and terrifying time warp, college student Tree finds herself repeatedly reliving the day of her murder, ultimately realizing that she must identify the killer and the reason for her death before her chances of survival run out."
2330,Taxi,1998-04-08,fr,6.706,2468,27.062,86,False,"Action, Comedy, Crime, Adventure","In Marseilles (France), skilled pizza delivery boy Daniel who drives a scooter finally has his dreams come true. He gets a taxi license. Caught by the police for a huge speed infraction, he will help Emilien, a loser inspector who can't drive, on the track of German bank robbers, so he doesn't lose his license and his dream job."
766,Army of Darkness,1992-10-31,en,7.252,3149,27.06,81,False,"Fantasy, Horror, Comedy","Ash, a handsome, shotgun-toting, chainsaw-armed department store clerk, is time warped backwards into England's Dark Ages, where he romances a beauty and faces legions of the undead."
597922,The Greatest Beer Run Ever,2022-09-23,en,7.596,722,25.083,126,False,"Drama, Comedy, War","Chickie wants to support his friends fighting in Vietnam, so he does something wild—personally bring them American beer. What starts as a well-meaning journey quickly changes Chickie’s life and perspective. Based on a true story."
11880,Dog Soldiers,2002-05-10,en,6.724,865,18.061,105,False,"Horror, Action, Thriller","A band of soldiers is dispatched to war games deep in the woods. When they stumble across a rival team slaughtered in camp, they realize they're not alone."
11854,Kuch Kuch Hota Hai,1998-10-16,hi,7.5,381,15.31,185,False,"Romance, Drama, Comedy","Per her mother's last wish, an 8 year old girl sets out to reunite her father with his college best friend who was in love with him."
11482,The Tenant,1976-05-26,en,7.621,1116,19.809,126,False,"Thriller, Horror, Mystery",A quiet and inconspicuous man rents an apartment in Paris where he finds himself drawn into a rabbit hole of dangerous paranoia.
539537,Fantasy Island,2020-02-12,en,5.8,2445,25.819,109,False,"Adventure, Fantasy, Horror, Mystery","A group of contest winners arrive at an island hotel to live out their dreams, only to find themselves trapped in nightmare scenarios."
15371,Lupin the Third: The Castle of Cagliostro,1979-07-06,ja,7.5,1031,24.309,102,False,"Animation, Adventure, Comedy, Crime","After a successful robbery leaves famed thief Lupin the Third and his partner Jigen with nothing but a large amount of expertly crafted counterfeit bills, he decides to track down the forgers responsible—and steal any other treasures he may find in the Castle of Cagliostro, including the 'damsel in distress' he finds imprisoned there."
520023,Bodies Bodies Bodies,2022-08-05,en,6.2,1154,28.831,94,False,"Horror, Comedy, Mystery","In an isolated family mansion, a group of rich 20-somethings decides to play Bodies Bodies Bodies, a game where one of them is secretly a ""killer"" while the rest tries to ""escape"". Things take a turn for the worse when real bodies start turning up, setting off a paranoid and dangerous chain of events."
417870,Girls Trip,2017-07-21,en,6.831,1497,16.315,122,False,Comedy,"Four girlfriends take a trip to New Orleans for an annual festival and, along the way, rediscover their wild sides and strengthen the bonds of sisterhood."
15096,20 Million Miles to Earth,1957-02-08,en,6.1,151,15.233,82,False,"Science Fiction, Horror","When the first manned flight to Venus returns to Earth, the rocket crash-lands in the Mediterranean near a small Italian fishing village. The locals manage to save one of the astronauts Colonel Calder, the mission commander. A young boy also recovers what turns out to be a specimen of an alien creature. Growing at a fantastic rate, it manages to escape and eventually threatens the city of Rome."
8914,Deep Blue Sea,1999-07-28,en,6.0,2413,25.059,105,False,"Action, Horror, Science Fiction","Researchers on the undersea lab Aquatica have genetically altered the brains of captive sharks to develop a cure for Alzheimer's disease. But there's an unexpected side effect: the sharks got smarter, faster, and more dangerous. After a big storm damages their remote research facility, they must fight for their lives."
11814,Weird Science,1985-08-01,en,6.531,1378,24.307,93,False,"Comedy, Fantasy, Science Fiction","Two unpopular teenagers, Gary and Wyatt, fail at all attempts to be accepted by their peers. Their desperation to be liked leads them to ""create"" a woman via their computer. Their living and breathing creation is a gorgeous woman, Lisa, whose purpose is to boost their confidence level by putting them into situations which require Gary and Wyatt to act like men."
484718,Coming 2 America,2021-03-04,en,6.4,2223,28.07,110,False,Comedy,"Prince Akeem Joffer is set to become King of Zamunda when he discovers he has a son he never knew about in America – a street savvy Queens native named Lavelle. Honoring his royal father's dying wish to groom this son as the crown prince, Akeem and Semmi set off to America once again."
9641,Cheaper by the Dozen 2,2005-12-21,en,6.2,1976,26.306,94,False,"Comedy, Family, Adventure","Steve Martin and Bonnie Hunt return as heads of the Baker family who, while on vacation, find themselves in competition with a rival family of eight children."
267193,Grimsby,2016-02-24,en,5.953,2277,21.56,83,False,"Action, Comedy","Wrongfully accused and on the run, a top MI6 assassin joins forces with his long-lost, football hooligan brother to save the world from a sinister plot."
3116,Midnight Cowboy,1969-05-25,en,7.5,1405,23.556,113,False,Drama,"Joe Buck is a wide-eyed hustler from Texas hoping to score big with wealthy New York City women; he finds a companion in Enrico ""Ratso"" Rizzo, an ailing swindler with a bum leg and a quixotic fantasy of escaping to Florida."
254473,Brick Mansions,2014-04-22,en,5.899,1511,24.558,90,False,"Action, Crime, Drama","In a dystopian Detroit, grand houses that once housed the wealthy are now homes of the city's most-dangerous criminals. Surrounding the area is a giant wall to keep the rest of Detroit safe. For undercover cop Damien Collier, every day is a battle against corruption as he struggles to bring his father's killer, Tremaine, to justice. Meanwhile, Damien and an ex-con named Lino work together to save the city from a plot to destroy it."
533444,Waves,2019-11-15,en,7.404,689,22.812,135,False,"Romance, Drama",A controlling father’s attempts to ensure that his two children succeed in high school backfire after his son experiences a career-ending sports injury. Their familial bonds are eventually placed under severe strain by an unexpected tragedy.
1035982,Hell House LLC Origins - The Carmichael Manor,2023-10-24,en,6.4,107,23.599,98,False,"Horror, Mystery","A group of cold case investigators stay at the Carmichael Manor, site of the grisly and unsolved murders of the Carmichael family back in the eighties. After four nights, the group was never heard from again. What is discovered on their footage is even more disturbing than anything found on the Hell House tapes."
41498,One Piece Film: Strong World,2009-12-12,ja,7.5,350,22.054,114,False,"Animation, Fantasy, Adventure","20 years after his escape from Impel Down, the legendary pirate Shiki, the Golden Lion, reappears causing massive upheaval to the Marines. During his long seclusion, he was able to come up with a scheme to bring the World Government to his knees. On his way to execute the plan, Shiki crosses paths with the Straw Hat Pirates and becomes so impressed with Nami's knowledge of meteorology that he abducts her to forcedly enlist her into his crew. Luffy and the gang end up on a strange land populated with monstrous beasts as they desperately search for Shiki and Nami."
11371,The Score,2001-07-13,en,6.7,1634,22.053,124,False,"Action, Crime, Thriller, Mystery",An aging thief hopes to retire and live off his ill-gotten wealth when a young kid convinces him into doing one last heist.
85350,Boyhood,2014-06-05,en,7.5,5143,24.055,166,False,Drama,"The film tells a story of a divorced couple trying to raise their young son. The story follows the boy for twelve years, from first grade at age 6 through 12th grade at age 17-18, and examines his relationship with his parents as he grows."
479753,Shockwave: Countdown to Disaster,2017-09-02,en,5.6,102,25.806,90,False,"Action, Science Fiction, Adventure, Thriller",A stolen seismic weapon is activated in Yemen. A hostage freed there tries in vain to warn against its global effect. It starts seismic activity at the Californian fault line where her daughter and ex are monitoring it. Can they stop it?
415842,American Assassin,2017-09-14,en,6.408,2997,25.306,112,False,"Action, Adventure, Thriller","Following the murder of his fiancée, Mitch Rapp trains under the instruction of Cold War veteran Stan Hurley. The pair then is enlisted to investigate a wave of apparently random attacks on military and civilian targets."
415842,American Assassin,2017-09-14,en,6.408,2997,25.306,112,False,"Action, Adventure, Thriller","Following the murder of his fiancée, Mitch Rapp trains under the instruction of Cold War veteran Stan Hurley. The pair then is enlisted to investigate a wave of apparently random attacks on military and civilian targets."
847,Willow,1988-05-20,en,7.019,1924,25.799,126,False,"Fantasy, Adventure, Action","The evil Queen Bavmorda hunts the newborn princess Elora Danan, a child prophesied to bring about her downfall. When the royal infant is found by Willow, a timid farmer and aspiring sorcerer, he's entrusted with delivering her from evil."
1788,Footloose,1984-02-17,en,6.674,2034,27.048,107,False,"Drama, Romance","When teenager Ren and his family move from big-city Chicago to a small town in the West, he's in for a real case of culture shock after discovering he's living in a place where music and dancing are illegal."
504,Monster,2003-12-24,en,7.2,2307,25.049,110,False,"Crime, Drama","An emotionally scarred highway drifter shoots a sadistic trick who rapes her, and ultimately becomes America's first female serial killer."
1101582,Good Burger 2,2023-11-22,en,6.5,84,23.617,91,False,"Family, Comedy","Dexter Reed is down on his luck after another one of his inventions fails. Ed welcomes Dex back to Good Burger with open arms and gives him his old job back. With a new crew working at Good Burger, Dex devises a plan to get back on his feet but unfortunately puts the fate of Good Burger at risk once again."
13078,The Babysitters,2008-05-09,en,5.992,489,22.8,88,False,Drama,"Seventeen-year-old Shirley is a good student who works as a babysitter in order to make money for college. One night Michael, a father Shirley works for, confesses he's unhappy with married life. Shirley has a crush on Michael, and seizes this moment to kiss him. Michael is so happy he presents Shirley with a big tip, which gives her an idea. Shirley plans to make extra money by setting up her teenage friends with other unhappy fathers."
180719,How Funny Can Sex Be?,1973-12-19,it,5.8,56,30.477,97,False,Comedy,"How Funny Can Sex Be? is an nine-episode anthology film about love, sex and marriage in contemporary, mid-'70s Italy."
643215,Asterix & Obelix: The Middle Kingdom,2023-02-01,fr,4.888,975,35.438,112,False,"Family, Comedy, Adventure",Gallic heroes and forever friends Asterix and Obelix journey to China to help Princess Sa See save the Empress and her land from a nefarious prince.
845222,Kingdom: Ashin of the North,2021-07-23,ko,7.079,545,25.062,92,False,"Drama, Fantasy, Thriller","Tragedy, betrayal and a mysterious discovery fuel a woman's vengeance for the loss of her tribe and family."
1262136,Crown Shyness,2024-12-22,zh,0.0,0,15.937,0,False,TV Movie,"After returning to Taiwan for the New Year, Pu Nien's life is turned upside down when her mother, Yu Ling, falls seriously ill, revealing long-hidden secrets. As Pu Nien grapples with her mother's condition, she also faces challenges in her own personal life, including the complicated dynamics with her girlfriend, Tsai. Meanwhile, Tsai is torn by her past and must make difficult decisions that will impact her future with Pu Nien."
6978,Big Trouble in Little China,1986-05-30,en,7.2,3001,22.796,100,False,"Action, Comedy, Fantasy","Truck driver Jack Burton gets embroiled in a supernatural battle when his best friend Wang Chi's green-eyed fiancée is kidnapped by henchmen of the sorcerer Lo Pan, who must marry a girl with green eyes in order to return to the human realm."
1371146,Beatles '64,2024-11-28,en,6.6,17,35.427,108,False,"Documentary, Music","Featuring never-before-seen footage of the band and the legions of young fans who helped fuel their ascendance, follow McCartney, John Lennon, George Harrison and Starr as they land in New York City in February 1964 and solidify their status as the biggest band in the world."
8095,Cleopatra,1963-06-12,en,7.0,744,22.547,251,False,"Drama, History, Romance","Determined to hold on to the throne, Cleopatra seduces the Roman emperor Julius Caesar. When Caesar is murdered, she redirects her attentions to his general, Marc Antony, who vows to take power—but Caesar’s successor has other plans."
22029,Black Caesar,1973-02-07,en,5.9,71,18.175,94,False,"Action, Crime, Drama, Thriller","Tommy Gibbs is a tough kid, raised in the ghetto, who aspires to be a kingpin criminal. As a young boy, his leg is broken by a bad cop on the take, during a pay-off gone bad. Nursing his vengeance, he rises to power in Harlem, New York. Angry at the racist society around him, both criminal and straight, he sees the acquisition of power as the solution to his rage."
10768,The Final Conflict,1981-03-20,en,5.822,568,26.795,108,False,"Horror, Mystery, Thriller","Damien Thorn has helped rescue the world from a recession, appearing to be a benign corporate benefactor. When he then becomes U.S. Ambassador to the United Kingdom, Damien fulfills a terrifying biblical prophecy. He also faces his own potential demise as an astronomical event brings about the second coming of Christ."
538335,Mother's Seduction,2018-07-31,ko,4.0,2,23.612,80,False,Romance,"Jung-sik helps out a friend and finds himself attracted to his friend's mother. After being caught steeling the mother's underwear, he becomes the victim of the mother's seduction."
39324,Dragon Ball Z: The History of Trunks,1993-02-24,ja,7.58,534,20.045,48,False,"Animation, Action, Science Fiction",It has been thirteen years since the Androids began their killing rampage and Son Gohan is the only person fighting back. He takes Bulma's son Trunks as a student and even gives his own life to save Trunks's. Now Trunks must figure out a way to change this apocalyptic future
646207,The Ice Road,2021-06-24,en,6.8,1682,23.057,108,False,"Action, Thriller","After a remote diamond mine collapses in far northern Canada, an ice road driver must lead an impossible rescue mission over a frozen ocean to save the trapped miners."
2023,Hidalgo,2004-02-04,en,6.9,1211,21.293,136,False,"Western, Adventure","Set in 1890, this is the story of a Pony Express courier who travels to Arabia to compete with his horse, Hidalgo, in a dangerous race for a massive contest prize, in an adventure that sends the pair around the world..."
632632,Given,2020-08-22,ja,8.262,384,19.803,60,False,"Animation, Drama, Music, Romance","The relationship between a band's bassist, their drummer, and the drummer’s roommate and ex-boyfriend, who is a professional violinist."
622420,The Jack in the Box,2019-11-09,en,5.802,432,19.3,87,False,Horror,"When a vintage Jack-in-the-box is un-earthed and opened, it's new owners soon have reason to believe the creepy clown doll within has a life of its own."
37094,Falling Down,1993-02-26,en,7.388,3650,26.791,113,False,"Crime, Drama, Thriller",An ordinary man frustrated with the various flaws he sees in society begins to psychotically and violently lash out against them.
988402,Humanist Vampire Seeking Consenting Suicidal Person,2023-10-13,fr,7.517,180,18.084,91,False,"Romance, Comedy, Fantasy, Horror","Sasha is a young vampire with a serious problem: she's too sensitive to kill. When her exasperated parents cut off her blood supply, Sasha's life is in jeopardy. Luckily, she meets Paul, a lonely teenager with suicidal tendencies who is willing to give his life to save hers. But their friendly agreement soon becomes a nocturnal quest to fulfill Paul's last wishes before day breaks."
8987,The River Wild,1994-09-30,en,6.4,871,21.29,111,False,"Adventure, Thriller, Drama","Gail and Tom Hartman are struggling to stay together and decide to take a white-water rafting holiday adventure in Montana for their son Roarke's 10th birthday, only to meet up with a pair of mysterious men whose desperation grows, turning their vacation into a nightmare."
11563,The Young Master,1980-02-09,cn,6.9,213,35.36,107,False,"Action, Comedy","Youthful martial arts master Lung is searching for his missing brother, when he is mistaken for a criminal on the run.  He must prove his innocence by solving the case himself, while local lawmen and merciless mercenaries are hot on his trail."
420821,Chip 'n Dale: Rescue Rangers,2022-05-20,en,6.993,1219,35.353,99,False,"Animation, Family, Comedy, Adventure, Mystery","Decades since their successful television series was canceled, Chip has succumbed to a life of suburban domesticity as an insurance salesman. Dale, meanwhile, has had CGI surgery and works the nostalgia convention circuit, desperate to relive his glory days. When a former cast mate mysteriously disappears, Chip and Dale must repair their broken friendship and take on their Rescue Rangers detective personas once again to save their friend’s life."
11096,Hide and Seek,2005-01-27,en,6.332,1567,23.538,101,False,"Horror, Mystery","David Callaway tries to piece together his life in the wake of his wife's suicide and has been left to raise his nine-year-old daughter, Emily on his own. David is at first amused to discover that Emily has created an imaginary friend named 'Charlie', but it isn't long before 'Charlie' develops a sinister and violent side, and as David struggles with his daughter's growing emotional problems, he comes to the frightening realisation that 'Charlie' isn't just a figment of Emily's imagination."
3110,Shane,1953-04-23,en,7.369,603,17.786,118,False,"Drama, Western","A weary gunfighter attempts to settle down with a homestead family, but a smouldering settler and rancher conflict forces him to act."
110,Three Colors: Red,1994-05-12,fr,7.9,1387,24.285,100,False,"Drama, Mystery, Romance","Part-time model Valentine unexpectedly befriends a retired judge after she runs over his dog. At first, the grumpy man shows no concern about the dog, and Valentine decides to keep it. But the two form a bond when she returns to his house and catches him listening to his neighbors’ phone calls."
431,Cube,1997-12-10,en,6.8,4741,22.536,90,False,"Thriller, Science Fiction, Mystery","A group of strangers find themselves trapped in a maze-like prison. It soon becomes clear that each of them possesses the peculiar skills necessary to escape, if they don't wind up dead first."
1143319,Puppy Love,2023-08-22,en,7.1,268,21.073,106,False,"Comedy, Romance","After a disastrous first date, wild-child Nicole and socially-anxious Max vow to lose each other’s numbers until they learn that their dogs found a love match, and now puppies are on the way! The hilariously mismatched Nicole and Max are forced to become responsible co-parents, but may end up finding love themselves."
40805,The Green Hornet,2011-01-12,en,5.6,3215,23.036,119,False,"Action, Crime, Comedy","Britt Reid, the heir to the largest newspaper fortune in Los Angeles, is a spoiled playboy who has been, thus far, happy to lead an aimless life. After his father dies, Britt meets Kato, a resourceful company employee. Realizing that they have the talent and resources to make something of their lives, Britt and Kato join forces as costumed crime-fighters to bring down the city's most-powerful criminal, Chudnofsky."
128883,Crayon Shin-chan: The Legend Called: Dance! Amigo!,2006-04-15,ja,7.5,34,16.805,91,False,"Comedy, Animation","Something sinister's afoot in Kasukabe. Shin-chan doesn't know what it is, but he's pretty sure it involves samba-dancing doppelgängers."
76494,What to Expect When You're Expecting,2012-05-17,en,6.002,1778,26.287,110,False,"Romance, Comedy, Drama","Challenges of impending parenthood turn the lives of five couples upside down. Two celebrities are unprepared for the surprise demands of pregnancy; hormones wreak havoc on a baby-crazy author, while her husband tries not to be outdone by his father, who's expecting twins with his young trophy wife; a photographer's husband isn't sure about his wife's adoption plans; a one-time hook-up results in a surprise pregnancy for rival food-truck owners."
499726,MILF,2018-05-02,fr,5.776,547,21.54,96,False,"Comedy, Romance","Three childhood friends - Elise, Sonia and Cecile - leave for a summer in the South of France to help clear Cecile’s holiday house before it is put up for sale. There, they soon become the prime targets of three horny young men, for whom these single forty-year-old women are much more attractive than girls their age."
1359867,The Christmas Charade,2024-10-26,en,6.8,14,21.042,84,False,"TV Movie, Comedy, Romance, Drama","A cautious librarian raised by home security experts finds herself in a real-life adventure when a blind date mix-up leads her into an undercover FBI operation. Forced to pose as the girlfriend of Special Agent Josh, she helps him track down an art thief targeting the Saint Nicholas Ruby at a Christmas Eve charity ball."
1636,Bedazzled,2000-10-19,en,6.067,1888,21.784,93,False,"Fantasy, Comedy, Romance","Elliot Richards, a socially awkward IT worker, is given seven wishes to get the girl of his dreams when he meets a very seductive Satan. The catch: his soul. Some of his wishes include being a 7 foot basketball star, a wealthy, powerful man, and a sensitive caring guy. But, as could be expected, the Devil puts her own little twist on each of his fantasies."
595,To Kill a Mockingbird,1962-12-20,en,8.0,2607,21.533,129,False,Drama,"Scout Finch, 6, and her older brother Jem live in sleepy Maycomb, Alabama, spending much of their time with their friend Dill and spying on their reclusive and mysterious neighbor, Boo Radley. When Atticus, their widowed father and a respected lawyer, defends a black man named Tom Robinson against fabricated rape charges, the trial and tangent events expose the children to evils of racism and stereotyping."
11090,The Animal,2001-06-01,en,5.119,1239,25.782,83,False,Comedy,"When loser Marvin Mange is involved in a horrible car accident, he's brought back to life by a deranged scientist as half man and half animal. His newfound powers are awesome -- but their adverse side effects could take over his life. Now, Marvin must fight to control his crazy primal urges around his new squeeze, Rianna, and his rival, Sgt. Sisk, who both think he's one cool cat."
1542,Office Space,1999-02-19,en,7.378,2984,25.781,90,False,Comedy,"A depressed white-collar worker tries hypnotherapy, only to find himself in a perpetual state of devil-may-care bliss that prompts him to start living by his own rules, and hatch a hapless attempt to embezzle money from his soul-killing employers."
1235623,Eye for an Eye 2,2024-07-21,zh,8.0,1,25.198,90,False,"Action, Drama","The blind swordsman, skilled in martial arts, named Cheng Xiazi (Xie Miao), accidentally saves Zhang Xiaoyu (Yang Enyou), who has suffered from the destruction of his family. Under the persuasion of the orphan Xiaoyu, Cheng reluctantly keeps him by his side and teaches him skills. Xiaoyu also waits for the opportunity to seek revenge."
11887,High School Musical 3: Senior Year,2008-10-11,en,6.6,3453,26.032,112,False,"Comedy, Romance, Drama, Family, Music","As seniors in high school, Troy and Gabriella struggle with the idea of being separated from one another as college approaches. Along with the rest of the Wildcats, they stage a spring musical to address their experiences, hopes and fears about their future."
10794,The Party,1968-04-04,en,7.273,756,22.78,99,False,Comedy,"Hrundi V. Bakshi, an accident-prone actor from India, is accidentally put on the guest list for an upcoming party at the home of a Hollywood film producer. Unfortunately, from the moment he arrives, one thing after another goes wrong with compounding effect."
253412,Everest,2015-09-10,en,6.8,4858,28.283,121,False,"Adventure, Drama, History","Inspired by the incredible events surrounding a treacherous attempt to reach the summit of the world's highest mountain, ""Everest"" documents the awe-inspiring journey of two different expeditions challenged beyond their limits by one of the fiercest snowstorms ever encountered by mankind. Their mettle tested by the harshest of elements found on the planet, the climbers will face nearly impossible obstacles as a lifelong obsession becomes a breathtaking struggle for survival."
1371798,Mister Twister on His Own,2024-12-22,nl,6.0,1,25.189,72,False,,"In this new installment, Mister Twister faces a major challenge as he has to stand on his own. While continuing to inspire his students with creative teaching methods, he deals with changes both at school and in his personal life. The strict principal keeps him on his toes, and his students never fail to surprise him in their own unique ways. Filled with humor and heartwarming moments, the film shows how Mister Twister, despite the obstacles, always manages to bring out the best in his class."
11678,Vertical Limit,2000-12-08,en,6.011,1025,20.279,124,False,"Adventure, Action, Thriller","Trapped near the summit of K2, the world's second-highest mountain, Annie Garrett radios to base camp for help. Brother Peter hears Annie's message and assembles a team to save her and her group before they succumb to K2's unforgiving elements. But, as Annie lays injured in an icy cavern, the rescuers face several terrifying events that could end the rescue attempt -- and their lives."
579583,The King of Staten Island,2020-07-22,en,7.009,996,25.288,137,False,"Comedy, Drama","Scott has been a case of arrested development ever since his firefighter father died when he was seven. He's now reached his mid-20s having achieved little, chasing a dream of becoming a tattoo artist that seems far out of reach. As his ambitious younger sister heads off to college, Scott is still living with his exhausted ER nurse mother and spends his days smoking weed, hanging with the guys — Oscar, Igor and Richie — and secretly hooking up with his childhood friend Kelsey. But when his mother starts dating a loudmouth firefighter named Ray, it sets off a chain of events that will force Scott to grapple with his grief and take his first tentative steps toward moving forward in life."
256040,Bāhubali: The Beginning,2015-07-10,te,7.534,808,23.031,159,False,"Action, Adventure, Fantasy, Drama","The young Shivudu is left as a foundling in a small village by his mother. By the time he’s grown up, it has become apparent that he possesses exceptional gifts. He meets the beautiful warrior princess Avanthika and learns that her queen has been held captive for the last 25 years. Shividu sets off to rescue her, discovering his own origins in the process."
9610,Conan the Destroyer,1984-06-29,en,6.101,1480,25.777,103,False,"Adventure, Fantasy, Action","Conan is commissioned by the evil queen Taramis to safely escort a teen princess and her powerful bodyguard to a far away castle to retrieve the magic Horn of Dagoth. Unknown to Conan, the queen plans to sacrifice the princess when she returns and inherit her kingdom after the bodyguard kills Conan. The queen's plans fail to take into consideration Conan's strength and cunning and the abilities of his sidekicks: the eccentric wizard Akiro, the warrior woman Zula, and the inept Malak. Together the hero and his allies must defeat both mortal and supernatural foes in this voyage to sword-and-sorcery land."
1233990,Niyathi Cc1/2024,2024-12-22,ml,0.0,0,25.179,0,False,"Crime, Drama",Plot details under wraps.
1084222,Operation Blood Hunt,2024-12-12,en,5.5,2,20.255,0,False,"Action, Adventure, Horror","Prolific expert of the occult and whiskey, Reverend Conte, accompanies a ragtag group of military rejects to a remote South Pacific Island to investigate the disappearance of Marines units  stationed there in 1944, said to be at the hands of the Japanese Imperial Army. Upon speaking  with the island’s inhabitants, they soon discover the Marines had actually been massacred by a group of Lycanthropes, known to most as WEREWOLVES."
475210,How It Ends,2018-07-13,en,5.3,1899,18.534,113,False,"Science Fiction, Thriller, Mystery, Action, Adventure",A desperate father tries to return home to his pregnant wife after a mysterious apocalyptic event turns everything to chaos.
1209423,Artificial Justice,2024-09-12,es,5.9,17,19.979,98,False,"Thriller, Science Fiction","In the near future, the Government aims to replace judges with Artificial Intelligence software, pledging to effectively automate and depoliticize the justice system. Carmen Costa, a distinguished judge, has been invited to assess this new procedure. However, when the software’s creator is found dead, she realizes her life is in danger and that she will have to fight the powerful interests that are at play in the highest echelons of the State."
525686,Mi prima la sexóloga,2016-07-20,es,6.784,496,18.281,104,False,"Comedy, Drama","A young man is afraid of asking for sex tips to his cousin, the sexologist."
16318,Sex Is Zero,2002-12-12,ko,6.165,109,20.777,96,False,"Comedy, Romance","Eun-sik tries to pass the state exam while studying in college after his military service. One day, he meets a beautiful woman Eun-hyo, and his life changes."
9255,Hot Shots! Part Deux,1993-05-21,en,6.543,1832,27.274,86,False,"Action, Comedy, War","Topper Harley is found to be working as an odd-job-man in a monastery. The CIA want him to lead a rescue mission into Iraq, to rescue the last rescue team, who went in to rescue the last rescue team—who went in to rescue hostages left behind after Desert Storm."
244,King Kong,1933-03-15,en,7.6,1469,32.275,104,False,"Adventure, Fantasy, Horror","Adventurous filmmaker Carl Denham sets out to produce a motion picture unlike anything the world has seen before. Alongside his leading lady Ann Darrow and his first mate Jack Driscoll, they arrive on an island and discover a legendary creature said to be neither beast nor man. Denham captures the monster to be displayed on Broadway as King Kong, the eighth wonder of the world."
960258,Shark Bait,2022-05-13,en,5.713,326,19.543,87,False,"Horror, Thriller, Action, Adventure","A group of friends enjoying a weekend steal a couple of jetskis racing them out to sea, ending up in a horrific head-on collision. They struggle to find a way home with a badly injured friend while from the waters below predators lurk."
365942,The Space Between Us,2017-01-26,en,7.1,2442,25.149,121,False,"Romance, Adventure, Science Fiction, Drama",A young man raised by scientists on Mars returns to Earth to find his father.
802217,8-Bit Christmas,2021-11-24,en,6.351,407,35.199,98,False,"Family, Comedy, Fantasy","In suburban Chicago during the late 1980s, ten-year-old Jake Doyle embarks on a herculean quest to get the latest and greatest video game system for Christmas."
1396,Mirror,1975-03-07,ru,8.0,949,16.521,107,False,"Drama, History","A dying man in his forties recalls his childhood, his mother, the war and personal moments that tell of and juxtapose pivotal moments in Soviet history with daily life."
11415,House,1985-12-06,en,6.146,567,27.27,92,False,"Comedy, Horror, Fantasy","Roger Cobb, a divorced horror novelist coming to terms with the disappearance of his young son, inherits an old mansion home to malevolent supernatural residents."
442062,Goosebumps 2: Haunted Halloween,2018-10-11,en,6.114,1517,22.276,90,False,"Comedy, Fantasy, Horror","Be careful what you wish for. With their after school junk business, best friends Sonny and Sam hope to find treasure in other people’s trash. But when cleaning out the old Stine house, they open a locked book that frees a supernatural nightmare – Slappy! Now, with the help of Sonny’s sister Sarah, they’re in a race against time to get the sinister dummy and all the creatures he’s brought to life back into the pages before he unleashes total pandemonium!"
58496,Senna,2010-10-07,en,8.115,1041,27.271,106,False,Documentary,"The remarkable story of Brazilian racing driver Ayrton Senna, charting his physical and spiritual achievements on the track and off, his quest for perfection, and the mythical status he has since attained, is the subject of Senna, a documentary feature that spans the racing legend's years as an F1 driver, from his opening season in 1984 to his untimely death a decade later."
870096,Restart the Earth,2021-09-03,zh,6.8,135,19.532,89,False,"Science Fiction, Horror, Action","When a drug to replicate plant cells creates a sentient form of flower, the planet is over taken by flora and humankind is depleted. A Chinese task force, a widowed father and his young daughter fight to survive in a mission to inject an antidote to the core of the plants to reverse their growth."
14424,Sex and Death 101,2007-06-15,en,6.163,280,24.518,117,False,"Comedy, Romance, Drama","A guy's life is turned around by an email, which includes the names of everyone he's had sex with and ever will have sex with. His situation gets worse when he encounters a femme fatale (Ryder) who targets men guilty of sex crime."
532067,KONOSUBA – God's blessing on this wonderful world! Legend of Crimson,2019-08-30,ja,8.1,547,28.524,90,False,"Animation, Adventure, Comedy, Fantasy","It is not strange that the Demon Lord's forces fear the Crimson Demons, the clan from which Megumin and Yunyun originate. Even if the Demon Lord's generals attack their village, the Crimson Demons can just easily brush them off with their supreme mastery of advanced and overpowered magic.  When Yunyun receives a seemingly serious letter regarding a potential disaster coming to her hometown, she immediately informs Kazuma Satou and the rest of his party. After a series of wacky misunderstandings, it turns out to be a mere prank by her fellow demon who wants to be an author. Even so, Megumin becomes worried about her family and sets out toward the Crimson Demons' village with the gang.  There, Kazuma and the others decide to sightsee the wonders of Megumin's birthplace. However, they soon come to realize that the nonsense threat they received might have been more than just a joke."
